date,ticker,label,score,close,vix_high_stress,sector_above_sma200,fwd_10,fwd_30,fwd_60
1991-09-26,SP500,Strong Buy,1.0,386.49,False,True,-0.015369091050221216,0.01870682294496628,0.001423063986131624
1991-09-27,SP500,Strong Buy,1.0,385.9,False,True,-0.01153148484063226,0.018113500906970743,0.028297486395439275
1991-09-30,SP500,Strong Buy,1.0,387.86,False,True,-0.0035837673387304346,0.013561594389728229,0.029572526169236245
1991-10-01,SP500,Strong Buy,1.0,389.2,False,True,0.004650565262076059,0.019373072970195325,0.04018499486125382
1991-10-02,SP500,Strong Buy,1.0,388.26,False,True,0.011693195281512442,0.0235666821202288,0.0468758048730232
1991-10-03,SP500,Strong Buy,1.0,384.47,False,True,0.01937732462870962,0.03298046661638086,0.07977215387416432
1991-10-04,SP500,Strong Buy,1.0,381.25,False,True,0.029508196721311476,0.0035934426229508316,0.09400655737704912
1991-10-07,SP500,Strong Buy,1.0,379.5,False,True,0.027720685111989413,0.015125164690382106,0.09949934123847165
1991-10-08,SP500,Strong Buy,1.0,380.67,False,True,0.018808942128352556,-0.0032836840307878213,0.10158404917645193
1991-10-09,SP500,Strong Buy,1.0,376.8,False,True,0.02956475583864115,0.004591295116772721,0.10923566878980882
1991-10-10,SP500,Strong Buy,1.0,380.55,False,True,0.011877545657600793,-0.0012876100381027699,0.09683353041650233
1991-10-11,SP500,Strong Buy,1.0,381.45,False,True,0.00720933280901822,-0.01392056626032246,0.0960807445274611
1991-10-14,SP500,Strong Buy,1.0,386.47,False,True,0.00789194504101212,-0.02879913059228414,0.08057546510725279
1991-10-15,SP500,Strong Buy,1.0,391.01,False,True,0.0012020152937265729,-0.03337510549602315,0.061609677501854254
1991-10-16,SP500,Strong Buy,1.0,392.8,False,True,0.00040733197556000044,-0.04136965376782077,0.054837067209775874
1991-10-17,SP500,Strong Buy,1.0,391.92,False,True,0.0013523167993467358,-0.042610736885078555,0.07276995305164315
1991-10-18,SP500,Strong Buy,1.0,392.5,False,True,-0.00300636942675161,-0.02828025477707012,0.07202547770700632
1991-10-21,SP500,Strong Buy,1.0,390.02,False,True,0.000666632480385598,-0.0232295779703605,0.07227834470027178
1991-10-22,SP500,Strong Buy,0.9999999999999999,387.83,False,True,0.0022690354021091597,-0.020008766727689944,0.08000928241755416
1991-10-23,SP500,Strong Buy,1.0,387.94,False,True,0.005232767953807366,-0.02719492705057486,0.07325875135330209
1991-10-24,SP500,Strong Buy,1.0,385.07,False,True,0.022463448204222698,-0.015503674656555874,0.07159737190640661
1991-10-25,SP500,Strong Buy,1.0,384.2,False,True,0.0226184279021343,-0.01546069755335762,0.08831337844872464
1991-10-28,SP500,Strong Buy,1.0,389.52,False,True,0.009242144177449226,-0.029831587594988718,0.06531115218730746
1991-10-29,SP500,Strong Buy,1.0,391.48,False,True,0.013436190865433715,-0.03519975477674474,0.06130581383467865
1991-10-30,SP500,Strong Buy,1.0,392.96,False,True,0.011324307817589693,-0.029036034201954317,0.05606168566775252
1991-10-31,SP500,Strong Buy,1.0,392.45,False,True,0.011976047904191588,-0.02033380048413801,0.05735762517518153
1991-11-01,SP500,Strong Buy,1.0,391.32,False,True,-0.022232444035571883,-0.017530409894715358,0.04860472247776751
1991-11-04,SP500,Strong Buy,1.0,390.28,False,True,-0.012913805472993655,-0.019319462949677062,0.054678692220969646
1991-11-05,SP500,Strong Buy,1.0,388.71,False,True,-0.023899565228576482,-0.01345476061845582,0.05163232229682795
1991-11-06,SP500,Strong Buy,1.0,389.97,False,True,-0.029335589917173253,-0.019104033643613728,0.05015770443880284
1991-11-07,SP500,Strong Buy,1.0,393.72,False,True,-0.034694706898303423,-0.016966372041044415,0.051127704967997546
1991-11-08,SP500,Strong Buy,1.0,392.89,False,True,-0.0426327979841686,0.010002799765837784,0.05332281300109443
1991-11-11,SP500,Strong Buy,1.0,393.12,False,True,-0.045227920227920305,0.015796703296703244,0.05265567765567763
1991-11-12,SP500,Strong Buy,1.0,396.74,False,True,-0.04733578666128958,0.020416393607904336,0.036169783737460215
1991-11-13,SP500,Strong Buy,1.0,397.41,False,True,-0.05248987192068648,0.022772451624267012,0.04116655343348168
1991-11-14,SP500,Strong Buy,1.0,397.15,False,True,-0.05521843132317752,0.045297746443409316,0.04182298879516559
1991-11-15,SP500,Strong Buy,0.7614920913884106,382.62,True,True,-0.0031885421567090775,0.09008938372275357,0.09019392608854736
1991-11-18,SP500,Strong Buy,1.0,385.24,False,True,-0.011109957429135162,0.08311701796282832,0.07385006749039556
1991-11-19,SP500,Hold,-0.20780209758322446,379.42,True,False,0.0017131411101153793,0.10521322017816656,0.08713299246217912
1991-11-20,SP500,Hold,-0.2515055816686297,378.53,True,False,-0.0030116503315456805,0.1041661162919716,0.07621588777639823
1991-11-21,SP500,Hold,-0.08315481986368356,380.06,False,False,-0.0025259169604798706,0.09824764510866699,0.07419881071409774
